sentence_idx,discourse_type,source,article_title
19,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
20,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
21,Transition,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
22,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
23,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
24,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
25,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
26,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
27,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
28,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
29,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
30,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
31,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
32,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
33,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
34,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
35,Transition,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
36,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
37,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
38,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
39,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
40,Counterpoint,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
41,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
42,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
43,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
44,Counterpoint,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
45,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
46,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
47,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
48,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
49,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
50,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
51,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
52,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
53,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
54,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
55,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
56,Counterpoint,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
57,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
58,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
59,Counterpoint,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
60,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
61,Main Idea,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
62,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
63,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
64,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
65,Counterpoint,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
66,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
67,Example,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
68,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
69,Transition,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
70,Main Idea,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
71,Transition,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
72,Main Idea,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
73,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
74,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
75,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
76,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
77,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
78,Transition,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
79,Counterpoint,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
80,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
81,Counterpoint,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
82,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
83,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
84,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
85,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
86,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
87,Main Idea,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
88,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
89,Transition,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
90,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
91,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
92,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
93,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
94,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
95,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
96,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
97,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
98,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
99,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
100,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
101,Background,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
102,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
103,Example,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
104,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
105,Explanation,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
106,Implications,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
107,Transition,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
108,Main Idea,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
109,Example,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
110,Supporting Evidence,deep_research,"The Russia-Ukraine Conflict: 2022 Onwards – Genesis, Key Developments, and Global Ramifications"
